,datetime,hour,season,holiday,weekday,workingday,weather situation,temperature in celsius,atemp,humidity,windspeed,count,year,month,day
4006,2011-06-30,3,3,0,4,1,1,0.06,4.209027778,0.06,1.140277778,9,2011,6,30
4007,2012-08-24,0,3,0,5,1,2,0.045833333,4.313888889,0.047916667,0.0,111,2012,8,24
4008,2012-04-29,16,2,0,0,0,1,0.06,4.209027778,0.28,0.134722222,587,2012,4,29
4009,2012-04-17,8,2,0,2,1,1,0.06,4.313888889,0.43,1.554861111,673,2012,4,17
4010,2011-12-17,17,4,0,6,0,1,0.26,1.788888889,0.48,1.554861111,165,2011,12,17
4011,2012-09-19,20,3,0,3,1,1,0.52,0.05,0.48,1.140277778,409,2012,9,19
4012,2011-05-29,2,2,0,0,0,1,0.043055556,3.893055556,0.061111111,0.725694444,61,2011,5,29
4013,2011-06-28,5,3,0,2,1,1,0.045833333,4.209027778,0.054166667,0.0,21,2011,6,28
4014,2012-07-30,10,3,0,1,1,2,0.051388889,0.484027778,0.045833333,1.554861111,189,2012,7,30
4015,2011-08-25,23,3,0,4,1,1,0.043055556,3.998611111,0.057638889,0.622222222,84,2011,8,25
4016,2012-07-08,12,3,0,0,0,1,0.063888889,6.207638889,0.42,0.134722222,376,2012,7,8
4017,2012-08-01,9,3,0,3,1,2,0.047222222,4.419444444,0.051388889,0.622222222,350,2012,8,1
4018,2011-12-28,2,1,0,3,1,1,0.32,0.210416667,0.042361111,1.761805556,7,2011,12,28
4019,2011-02-18,10,1,0,5,1,2,0.44,3.051388889,0.05,1.554861111,95,2011,2,18
4020,2012-09-10,23,3,0,1,1,1,0.54,3.577777778,0.52,0.0,93,2012,9,10
4021,2011-04-05,5,2,0,2,1,3,0.46,3.15625,0.065277778,2.072916667,5,2011,4,5
4022,2011-12-14,17,4,0,3,1,2,0.36,2.525,0.57,0.725694444,396,2011,12,14
4023,2012-04-17,14,2,0,2,1,1,0.044444444,4.313888889,0.27,1.969444444,257,2012,4,17
4024,2011-11-11,23,4,1,5,0,1,0.03,2.209722222,0.45,0.622222222,73,2011,11,11
4025,2011-08-26,2,3,0,5,1,1,0.043055556,3.893055556,0.061111111,0.932638889,20,2011,8,26
4026,2012-02-05,19,1,0,0,0,1,0.03,1.999305556,0.52,1.554861111,69,2012,2,5
4027,2012-08-28,20,3,0,2,1,1,0.05,4.629861111,0.48,0.725694444,435,2012,8,28
4028,2011-12-12,15,4,0,1,1,2,0.32,2.314583333,0.57,0.725694444,132,2011,12,12
4029,2011-07-18,23,3,0,1,1,1,0.051388889,0.484027778,0.045833333,1.140277778,91,2011,7,18
4030,2012-02-09,14,1,0,4,1,1,0.32,0.210416667,0.39,2.072916667,144,2012,2,9
4031,2012-01-20,13,1,0,5,1,1,0.22,1.472916667,0.32,2.072916667,156,2012,1,20
4032,2011-06-19,2,2,0,0,0,1,0.047222222,4.419444444,0.051388889,0.622222222,72,2011,6,19
4033,2012-12-26,9,1,0,3,1,3,0.02,1.2625,0.059722222,2.280555556,23,2012,12,26
4034,2011-02-08,10,1,0,2,1,1,0.22,1.2625,0.47,3.834722222,48,2011,2,8
4035,2012-11-02,16,4,0,5,1,1,0.38,2.735416667,0.04,2.280555556,421,2012,11,2
4036,2012-06-19,13,2,0,2,1,1,0.051388889,4.734722222,0.58,0.932638889,272,2012,6,19
4037,2011-12-10,7,4,0,6,0,1,0.24,1.578472222,0.045138889,0.134722222,11,2011,12,10
4038,2011-01-12,20,1,0,3,1,1,0.16,0.947222222,0.05,2.280555556,56,2011,1,12
4039,2011-05-23,10,2,0,1,1,1,0.045833333,4.313888889,0.051388889,2.072916667,121,2011,5,23
4040,2011-08-22,10,3,0,1,1,1,0.07,4.524305556,0.48,1.969444444,121,2011,8,22
4041,2011-06-25,21,3,0,6,0,1,0.047222222,4.419444444,0.51,1.140277778,202,2011,6,25
4042,2011-01-19,13,1,0,3,1,1,0.04,2.840972222,0.043055556,1.969444444,78,2011,1,19
4043,2012-12-03,6,4,0,1,1,1,0.36,2.630555556,0.064583333,0.0,138,2012,12,3
4044,2012-05-19,12,2,0,6,0,1,0.045833333,4.313888889,0.36,0.0,642,2012,5,19
4045,2012-09-07,13,3,0,5,1,1,0.08,5.365972222,0.59,1.761805556,354,2012,9,7
4046,2011-11-29,18,4,0,2,1,2,0.04,2.840972222,0.056944444,2.072916667,358,2011,11,29
4047,2012-07-10,20,3,0,2,1,3,0.044444444,3.998611111,0.057638889,1.554861111,84,2012,7,10
4048,2011-08-20,13,3,0,6,0,1,0.052777778,0.484027778,0.55,0.932638889,378,2011,8,20
4049,2011-12-25,22,1,0,0,0,1,0.28,1.89375,0.042361111,1.140277778,17,2011,12,25
4050,2012-02-24,8,1,0,5,1,2,0.38,2.735416667,0.052777778,2.280555556,469,2012,2,24
4051,2011-03-17,8,1,0,4,1,1,0.36,2.420138889,0.045833333,0.932638889,299,2011,3,17
4052,2012-05-28,15,2,1,1,0,1,0.056944444,5.471527778,0.56,2.072916667,460,2012,5,28
4053,2011-07-07,14,3,0,4,1,1,0.059722222,5.471527778,0.41,1.761805556,160,2011,7,7
4054,2012-10-06,13,4,0,6,0,2,0.044444444,4.313888889,0.57,3.627777778,710,2012,10,6
4055,2012-04-17,18,2,0,2,1,1,0.044444444,4.209027778,0.25,1.969444444,775,2012,4,17
4056,2011-01-04,9,1,0,2,1,1,0.16,1.052083333,0.044444444,1.554861111,100,2011,1,4
4057,2012-06-21,21,3,0,4,1,1,0.056944444,5.365972222,0.52,0.134722222,311,2012,6,21
4058,2012-10-12,11,4,0,5,1,1,0.54,3.577777778,0.37,2.4875,313,2012,10,12
4059,2012-01-06,13,1,0,5,1,1,0.04,2.840972222,0.43,1.969444444,204,2012,1,6
4060,2012-08-19,22,3,0,0,0,2,0.043055556,4.103472222,0.054166667,1.140277778,56,2012,8,19
4061,2012-10-02,9,4,0,2,1,3,0.58,3.788194444,0.061111111,0.932638889,86,2012,10,2
4062,2012-05-04,20,2,0,5,1,1,0.047222222,4.419444444,0.51,0.725694444,313,2012,5,4
4063,2012-09-23,17,4,0,0,0,1,0.56,3.682638889,0.35,2.072916667,723,2012,9,23
4064,2012-06-15,22,2,0,5,1,1,0.044444444,4.313888889,0.53,0.932638889,321,2012,6,15
4065,2011-01-25,19,1,0,2,1,2,0.26,1.788888889,0.045138889,1.140277778,146,2011,1,25
4066,2012-12-20,6,4,0,4,1,2,0.03,2.314583333,0.045138889,0.0,118,2012,12,20
4067,2011-04-13,5,2,0,3,1,3,0.38,2.735416667,0.065277778,1.761805556,5,2011,4,13
4068,2011-02-11,20,1,0,5,1,1,0.22,1.578472222,0.55,0.932638889,63,2011,2,11
4069,2012-04-14,17,2,0,6,0,2,0.043055556,4.313888889,0.33,1.761805556,560,2012,4,14
4070,2011-04-04,23,2,0,1,1,2,0.044444444,4.313888889,0.47,1.554861111,48,2011,4,4
4071,2012-08-28,12,3,0,2,1,1,0.08,5.155555556,0.49,1.969444444,297,2012,8,28
4072,2011-02-14,1,1,0,1,1,1,0.38,2.735416667,0.37,2.4875,7,2011,2,14
4073,2011-09-12,12,3,0,1,1,1,0.05,4.629861111,0.51,0.134722222,184,2011,9,12
4074,2011-07-25,17,3,0,1,1,1,0.05,0.484027778,0.051388889,0.0,485,2011,7,25
4075,2011-11-06,22,4,0,0,0,1,0.36,2.630555556,0.060416667,0.0,45,2011,11,6
4076,2011-01-03,18,1,0,1,1,1,0.24,1.788888889,0.32,0.725694444,157,2011,1,3
4077,2011-04-10,23,2,0,0,0,1,0.46,3.15625,0.061111111,2.4875,32,2011,4,10
4078,2011-08-30,5,3,0,2,1,1,0.52,0.05,0.053472222,0.622222222,28,2011,8,30
4079,2012-12-14,18,4,0,5,1,1,0.36,2.420138889,0.46,0.932638889,455,2012,12,14
4080,2011-02-09,10,1,0,3,1,1,0.14,1.2625,0.36,0.0,59,2011,2,9
4081,2011-02-06,5,1,0,0,0,1,0.26,1.788888889,0.06,1.554861111,1,2011,2,6
4082,2012-09-29,18,4,0,6,0,1,0.56,3.682638889,0.46,0.134722222,594,2012,9,29
4083,2011-01-09,22,1,0,0,0,1,0.14,0.841666667,0.46,2.072916667,15,2011,1,9
4084,2012-10-05,15,4,0,5,1,1,0.05,4.524305556,0.39,1.761805556,470,2012,10,5
4085,2012-05-18,21,2,0,5,1,1,0.06,4.313888889,0.04,0.0,258,2012,5,18
4086,2011-02-09,7,1,0,3,1,1,0.06,0.736805556,0.49,0.725694444,99,2011,2,9
4087,2011-04-11,5,2,0,1,1,1,0.46,3.15625,0.065277778,0.134722222,13,2011,4,11
4088,2012-08-30,2,3,0,4,1,1,0.043055556,4.103472222,0.050694444,0.0,17,2012,8,30
4089,2011-10-30,2,4,0,0,0,1,0.22,1.472916667,0.060416667,1.969444444,50,2011,10,30
4090,2011-10-20,17,4,0,4,1,2,0.48,3.261805556,0.48,2.695138889,494,2011,10,20
4091,2012-04-06,18,2,0,5,1,1,0.05,3.366666667,0.22,3.213194444,484,2012,4,6
4092,2011-12-07,16,4,0,3,1,3,0.42,2.945833333,0.065277778,0.134722222,31,2011,12,7
4093,2012-11-18,18,4,0,0,0,1,0.36,2.420138889,0.045833333,1.554861111,276,2012,11,18
4094,2011-03-27,23,2,0,0,0,1,0.26,1.788888889,0.44,0.134722222,19,2011,3,27
4095,2012-12-24,1,1,0,1,1,1,0.22,1.89375,0.047916667,0.0,11,2012,12,24
4096,2012-07-01,19,3,0,0,0,1,0.058333333,5.155555556,0.39,0.932638889,382,2012,7,1
4097,2011-03-02,17,1,0,3,1,1,0.05,3.366666667,0.23,1.969444444,268,2011,3,2
4098,2012-01-08,1,1,0,0,0,1,0.34,2.314583333,0.42,0.134722222,72,2012,1,8
4099,2012-04-26,9,2,0,4,1,3,0.46,3.15625,0.061111111,1.140277778,201,2012,4,26
4100,2011-10-31,12,4,0,1,1,1,0.42,2.945833333,0.44,1.554861111,170,2011,10,31
4101,2012-02-28,1,1,0,2,1,1,0.38,2.735416667,0.043055556,1.140277778,6,2012,2,28
4102,2011-05-18,3,2,0,3,1,3,0.52,0.05,0.065277778,2.072916667,9,2011,5,18
4103,2012-11-27,15,4,0,2,1,2,0.03,1.89375,0.052083333,2.072916667,155,2012,11,27
4104,2012-12-29,18,1,0,6,0,1,0.03,1.683333333,0.07,0.134722222,110,2012,12,29
4105,2012-01-28,17,1,0,6,0,1,0.42,2.945833333,0.44,2.695138889,290,2012,1,28
4106,2011-04-05,2,2,0,2,1,2,0.54,3.577777778,0.050694444,2.280555556,5,2011,4,5
4107,2011-12-12,16,4,0,1,1,2,0.32,2.314583333,0.57,0.622222222,214,2011,12,12
4108,2011-08-16,23,3,0,2,1,1,0.045833333,4.313888889,0.045138889,0.932638889,77,2011,8,16
4109,2012-12-05,23,4,0,3,1,1,0.03,1.89375,0.49,2.695138889,74,2012,12,5
4110,2011-04-29,0,2,0,5,1,1,0.52,0.05,0.39,1.969444444,48,2011,4,29
4111,2012-01-06,18,1,0,5,1,1,0.05,3.366666667,0.29,1.761805556,419,2012,1,6
4112,2012-05-06,5,2,0,0,0,3,0.52,0.05,0.057638889,1.140277778,11,2012,5,6
4113,2011-07-05,6,3,0,2,1,1,0.045833333,4.313888889,0.051388889,0.622222222,94,2011,7,5
4114,2012-08-18,5,3,0,6,0,1,0.06,3.998611111,0.054166667,1.761805556,9,2012,8,18
4115,2011-12-01,23,4,0,4,1,1,0.26,1.999305556,0.07,0.622222222,73,2011,12,1
4116,2011-05-01,2,2,0,0,0,1,0.42,2.945833333,0.053472222,0.725694444,50,2011,5,1
4117,2011-01-13,7,1,0,4,1,1,0.12,1.052083333,0.54,0.932638889,72,2011,1,13
4118,2012-07-19,17,3,0,4,1,1,0.059722222,5.471527778,0.41,0.0,771,2012,7,19
4119,2012-12-11,4,4,0,2,1,2,0.34,2.209722222,0.052777778,1.969444444,8,2012,12,11
4120,2012-04-09,20,2,0,1,1,1,0.05,3.366666667,0.36,3.109722222,276,2012,4,9
4121,2011-02-21,2,1,1,1,0,2,0.34,0.210416667,0.42,2.280555556,4,2011,2,21
4122,2012-10-04,16,4,0,4,1,1,0.07,4.524305556,0.54,1.969444444,497,2012,10,4
4123,2012-08-28,17,3,0,2,1,1,0.08,0.484027778,0.35,2.695138889,864,2012,8,28
4124,2011-03-23,3,2,0,3,1,2,0.34,2.209722222,0.052777778,1.761805556,3,2011,3,23
4125,2012-10-06,23,4,0,6,0,1,0.44,3.051388889,0.043055556,0.932638889,179,2012,10,6
4126,2012-08-18,4,3,0,6,0,1,0.043055556,4.103472222,0.050694444,1.554861111,13,2012,8,18
4127,2012-09-12,12,3,0,3,1,1,0.047222222,4.419444444,0.36,0.932638889,352,2012,9,12
4128,2012-02-23,4,1,0,4,1,1,0.04,2.840972222,0.052777778,1.554861111,1,2012,2,23
4129,2012-03-11,23,1,0,0,0,1,0.04,2.840972222,0.05,1.140277778,52,2012,3,11
4130,2012-10-19,21,4,0,5,1,1,0.05,3.366666667,0.053472222,0.0,206,2012,10,19
4131,2011-08-02,5,3,0,2,1,1,0.045833333,4.313888889,0.051388889,0.932638889,21,2011,8,2
4132,2011-09-08,10,3,0,4,1,2,0.044444444,3.893055556,0.065277778,0.725694444,65,2011,9,8
4133,2011-12-03,3,4,0,6,0,1,0.24,1.683333333,0.07,0.932638889,9,2011,12,3
4134,2012-03-13,2,1,0,2,1,3,0.52,0.05,0.05,2.072916667,1,2012,3,13
4135,2011-03-14,19,1,0,1,1,1,0.36,2.420138889,0.43,0.932638889,150,2011,3,14
4136,2011-09-01,22,3,0,4,1,2,0.045833333,4.313888889,0.57,1.554861111,179,2011,9,1
4137,2012-02-11,11,1,0,6,0,2,0.24,1.788888889,0.05625,0.725694444,183,2012,2,11
4138,2011-12-10,12,4,0,6,0,1,0.32,1.999305556,0.45,2.902083333,283,2011,12,10
4139,2012-11-20,15,4,0,2,1,2,0.46,3.15625,0.55,0.725694444,287,2012,11,20
4140,2012-05-06,17,2,0,0,0,2,0.043055556,4.209027778,0.045138889,0.932638889,511,2012,5,6
4141,2012-08-12,9,3,0,0,0,1,0.07,4.524305556,0.48,1.554861111,217,2012,8,12
4142,2011-08-15,22,3,0,1,1,1,0.045833333,4.313888889,0.047916667,1.761805556,98,2011,8,15
4143,2011-01-04,20,1,0,2,1,1,0.24,1.788888889,0.48,0.725694444,54,2011,1,4
4144,2012-04-03,10,2,0,2,1,1,0.44,3.051388889,0.33,0.0,219,2012,4,3
4145,2012-03-18,16,1,0,0,0,1,0.54,3.577777778,0.050694444,0.622222222,541,2012,3,18
4146,2011-12-05,12,4,0,1,1,2,0.04,2.840972222,0.052777778,0.725694444,154,2011,12,5
4147,2012-01-21,10,1,0,6,0,3,0.16,1.052083333,0.064583333,1.761805556,45,2012,1,21
4148,2012-05-01,12,2,0,2,1,2,0.07,4.524305556,0.58,1.554861111,269,2012,5,1
4149,2012-03-05,0,1,0,1,1,1,0.24,1.578472222,0.44,0.134722222,17,2012,3,5
4150,2012-01-26,2,1,0,4,1,2,0.28,1.89375,0.052083333,1.140277778,7,2012,1,26
4151,2011-11-17,14,4,0,4,1,2,0.34,0.210416667,0.49,2.695138889,110,2011,11,17
4152,2012-03-22,23,2,0,4,1,1,0.56,3.682638889,0.057638889,0.622222222,151,2012,3,22
4153,2011-12-06,5,4,0,2,1,3,0.46,3.15625,0.061111111,1.554861111,20,2011,12,6
4154,2012-06-15,10,2,0,5,1,1,0.044444444,4.313888889,0.57,1.140277778,216,2012,6,15
4155,2012-01-10,16,1,0,2,1,1,0.42,2.945833333,0.38,2.4875,240,2012,1,10
4156,2012-12-23,5,1,0,0,0,1,0.02,1.788888889,0.51,0.0,6,2012,12,23
4157,2011-05-27,13,2,0,5,1,1,0.051388889,4.734722222,0.58,0.134722222,209,2011,5,27
4158,2012-07-17,3,3,0,2,1,1,0.05,4.734722222,0.045833333,0.0,3,2012,7,17
4159,2011-02-10,12,1,0,4,1,1,0.16,0.947222222,0.34,2.695138889,69,2011,2,10
4160,2012-06-05,13,2,0,2,1,2,0.06,4.313888889,0.46,1.140277778,267,2012,6,5
4161,2011-07-05,19,3,0,2,1,1,0.08,5.365972222,0.59,0.932638889,368,2011,7,5
4162,2011-10-23,17,4,0,0,0,1,0.05,3.366666667,0.04375,0.932638889,340,2011,10,23
4163,2011-12-14,10,4,0,3,1,2,0.32,2.420138889,0.57,0.0,142,2011,12,14
4164,2011-06-15,21,2,0,3,1,1,0.044444444,4.313888889,0.47,1.554861111,257,2011,6,15
4165,2011-08-24,1,3,0,3,1,1,0.06,4.209027778,0.06,0.725694444,24,2011,8,24
4166,2012-08-02,5,3,0,4,1,1,0.045833333,4.103472222,0.061805556,0.932638889,41,2012,8,2
4167,2012-10-10,10,4,0,3,1,1,0.56,3.682638889,0.52,2.072916667,217,2012,10,10
4168,2011-08-17,9,3,0,3,1,1,0.051388889,4.629861111,0.48,0.622222222,209,2011,8,17
4169,2011-09-23,17,4,0,5,1,2,0.06,0.05,1.0,0.0,99,2011,9,23
4170,2012-10-23,22,4,0,2,1,1,0.56,3.682638889,0.047222222,0.725694444,194,2012,10,23
4171,2012-03-15,3,1,0,4,1,1,0.05,3.366666667,0.04375,0.0,7,2012,3,15
4172,2011-02-17,19,1,0,4,1,1,0.48,3.261805556,0.55,2.280555556,175,2011,2,17
4173,2012-12-15,13,4,0,6,0,1,0.38,2.735416667,0.54,1.761805556,456,2012,12,15
4174,2011-12-31,13,1,0,6,0,1,0.05,3.366666667,0.42,3.420138889,313,2011,12,31
4175,2011-03-05,5,1,0,6,0,2,0.03,0.210416667,1.0,0.932638889,3,2011,3,5
4176,2011-06-30,19,3,0,4,1,1,0.051388889,4.524305556,0.33,0.134722222,455,2011,6,30
4177,2011-04-10,8,2,0,0,0,2,0.38,2.735416667,0.065277778,0.622222222,55,2011,4,10
4178,2012-07-18,1,3,0,3,1,1,0.052777778,5.050694444,0.045833333,0.725694444,16,2012,7,18
4179,2012-06-29,3,3,0,5,1,1,0.05,4.629861111,0.58,0.134722222,8,2012,6,29
4180,2012-07-14,14,3,0,6,0,1,0.08,5.261111111,0.55,0.725694444,632,2012,7,14
4181,2011-03-11,23,1,0,5,1,1,0.03,1.999305556,0.52,1.761805556,37,2011,3,11
4182,2012-12-21,4,1,0,5,1,2,0.36,2.209722222,0.049305556,3.420138889,6,2012,12,21
4183,2011-11-29,22,4,0,2,1,1,0.38,2.735416667,0.056944444,2.072916667,95,2011,11,29
4184,2012-10-18,1,4,0,4,1,1,0.46,3.15625,0.056944444,1.554861111,14,2012,10,18
4185,2012-08-26,14,3,0,0,0,1,0.044444444,3.998611111,0.061805556,0.725694444,377,2012,8,26
4186,2011-08-07,11,3,0,0,0,1,0.056944444,5.786805556,0.04375,0.0,269,2011,8,7
4187,2011-07-27,7,3,0,3,1,1,0.05,4.629861111,0.48,1.761805556,347,2011,7,27
4188,2012-05-15,17,2,0,2,1,1,0.047222222,4.419444444,0.045138889,0.725694444,678,2012,5,15
4189,2011-02-20,10,1,0,0,0,2,0.26,1.788888889,0.41,0.134722222,104,2011,2,20
4190,2012-12-16,1,4,0,0,0,3,0.34,2.420138889,0.052777778,0.725694444,96,2012,12,16
4191,2012-11-10,1,4,0,6,0,1,0.03,2.209722222,0.05625,0.622222222,76,2012,11,10
4192,2012-02-01,7,1,0,3,1,3,0.38,2.735416667,0.043055556,0.622222222,208,2012,2,1
4193,2011-08-13,22,3,0,6,0,2,0.047222222,4.419444444,0.057638889,2.695138889,154,2011,8,13
4194,2011-08-03,10,3,0,3,1,3,0.051388889,4.734722222,0.58,0.622222222,68,2011,8,3
4195,2012-10-05,20,4,0,5,1,1,0.06,3.998611111,0.054166667,0.932638889,372,2012,10,5
4196,2012-05-07,4,2,0,1,1,2,0.46,3.15625,0.061111111,0.932638889,2,2012,5,7
4197,2011-04-05,1,2,0,2,1,3,0.043055556,4.313888889,0.57,2.902083333,15,2011,4,5
4198,2012-06-07,1,2,0,4,1,1,0.52,0.05,0.053472222,1.140277778,22,2012,6,7
4199,2011-01-02,23,1,0,0,0,1,0.22,1.578472222,0.47,1.140277778,8,2011,1,2
4200,2012-03-26,9,2,0,1,1,1,0.46,3.15625,0.47,1.969444444,282,2012,3,26
4201,2012-03-27,5,2,0,2,1,1,0.22,1.472916667,0.37,1.969444444,17,2012,3,27
4202,2011-07-26,10,3,0,2,1,1,0.08,0.484027778,0.31,1.554861111,138,2011,7,26
4203,2012-06-06,2,2,0,3,1,1,0.05,3.366666667,0.047222222,0.0,11,2012,6,6
4204,2011-06-19,6,2,0,0,0,2,0.045833333,4.209027778,0.054166667,1.140277778,33,2011,6,19
4205,2012-06-18,1,2,0,1,1,1,0.54,3.577777778,0.053472222,1.554861111,14,2012,6,18
4206,2011-02-01,23,1,0,2,1,3,0.02,0.136805556,0.064583333,0.134722222,16,2011,2,1
4207,2012-08-11,19,3,0,6,0,2,0.045833333,4.103472222,0.061805556,0.725694444,275,2012,8,11
4208,2011-11-15,11,4,0,2,1,2,0.56,3.682638889,0.044444444,0.134722222,134,2011,11,15
4209,2011-05-30,12,2,1,1,0,1,0.059722222,0.557638889,0.47,0.725694444,366,2011,5,30
4210,2012-12-14,22,4,0,5,1,1,0.28,1.999305556,0.052083333,0.725694444,138,2012,12,14
4211,2012-07-10,18,3,0,2,1,3,0.07,4.629861111,0.051388889,1.554861111,819,2012,7,10
4212,2011-04-24,22,2,0,0,0,3,0.54,3.577777778,1.0,1.140277778,45,2011,4,24
4213,2011-03-22,6,2,0,2,1,1,0.04,2.840972222,0.060416667,1.761805556,60,2011,3,22
4214,2011-09-09,18,3,0,5,1,1,0.07,4.629861111,0.054861111,0.134722222,410,2011,9,9
4215,2011-05-01,22,2,0,0,0,2,0.46,3.15625,0.056944444,0.0,100,2011,5,1
4216,2012-02-05,12,1,0,0,0,2,0.26,1.788888889,0.045138889,0.134722222,248,2012,2,5
4217,2011-02-15,5,1,0,2,1,1,0.22,1.2625,0.32,3.213194444,4,2011,2,15
4218,2011-08-14,6,3,0,0,0,2,0.044444444,3.893055556,0.065277778,0.725694444,6,2011,8,14
4219,2012-05-16,4,2,0,3,1,1,0.54,3.577777778,0.065277778,0.932638889,4,2012,5,16
4220,2012-08-30,1,3,0,4,1,1,0.044444444,4.209027778,0.045138889,0.0,23,2012,8,30
4221,2011-11-08,14,4,0,2,1,1,0.56,3.682638889,0.46,0.725694444,161,2011,11,8
4222,2012-11-22,9,4,1,4,0,1,0.03,2.314583333,0.045138889,0.0,119,2012,11,22
4223,2011-07-17,4,3,0,0,0,1,0.043055556,4.103472222,0.050694444,1.140277778,10,2011,7,17
4224,2012-11-28,13,4,0,3,1,1,0.34,2.314583333,0.42,0.134722222,214,2012,11,28
4225,2011-06-04,1,2,0,6,0,1,0.54,3.577777778,0.044444444,0.725694444,94,2011,6,4
4226,2012-01-29,17,1,0,0,0,1,0.36,2.314583333,0.21,2.902083333,234,2012,1,29
4227,2011-06-20,7,2,0,1,1,3,0.56,3.682638889,0.061111111,0.134722222,46,2011,6,20
4228,2012-08-05,3,3,0,0,0,1,0.05,0.484027778,0.051388889,1.761805556,41,2012,8,5
4229,2011-05-19,23,2,0,4,1,1,0.48,3.261805556,0.065277778,0.0,72,2011,5,19
4230,2011-04-07,20,2,0,4,1,1,0.44,3.051388889,0.043055556,1.140277778,203,2011,4,7
4231,2012-10-08,8,4,1,1,0,2,0.36,2.420138889,0.049305556,1.554861111,397,2012,10,8
4232,2011-04-19,9,2,0,2,1,3,0.52,0.05,0.04375,0.622222222,162,2011,4,19
4233,2011-01-30,5,1,0,0,0,1,0.14,1.472916667,0.059722222,0.0,3,2011,1,30
4234,2011-01-08,11,1,0,6,0,2,0.02,1.2625,0.047916667,2.695138889,62,2011,1,8
4235,2012-08-22,3,3,0,3,1,1,0.043055556,4.103472222,0.054166667,0.0,7,2012,8,22
4236,2012-03-01,7,1,0,4,1,2,0.44,3.051388889,0.065277778,0.932638889,304,2012,3,1
4237,2012-10-14,10,4,0,0,0,1,0.54,3.577777778,0.56,0.134722222,428,2012,10,14
4238,2011-06-18,9,2,0,6,0,1,0.07,4.524305556,0.042361111,1.554861111,218,2011,6,18
4239,2012-05-04,4,2,0,5,1,1,0.56,3.682638889,0.061111111,0.134722222,4,2012,5,4
4240,2012-07-30,19,3,0,1,1,1,0.056944444,5.365972222,0.52,1.140277778,665,2012,7,30
4241,2012-10-20,0,4,0,6,0,1,0.46,3.15625,0.056944444,0.932638889,123,2012,10,20
4242,2012-05-29,20,2,0,2,1,3,0.07,4.524305556,0.042361111,3.627777778,204,2012,5,29
4243,2012-05-29,13,2,0,2,1,1,0.056944444,5.365972222,0.52,2.695138889,239,2012,5,29
4244,2012-03-09,9,1,0,5,1,2,0.34,1.999305556,0.42,3.627777778,284,2012,3,9
4245,2011-09-02,16,3,0,5,1,2,0.07,4.524305556,0.042361111,0.932638889,381,2011,9,2
4246,2011-08-14,20,3,0,0,0,1,0.07,4.629861111,0.058333333,1.140277778,193,2011,8,14
4247,2011-09-15,18,3,0,4,1,3,0.48,3.261805556,0.046527778,4.249305556,244,2011,9,15
4248,2012-10-26,19,4,0,5,1,2,0.54,3.577777778,0.057638889,1.140277778,471,2012,10,26
4249,2012-02-09,1,1,0,4,1,2,0.24,1.683333333,0.060416667,0.932638889,12,2012,2,9
4250,2012-07-28,23,3,0,6,0,1,0.045833333,4.209027778,0.057638889,0.622222222,208,2012,7,28
4251,2011-05-09,11,2,0,1,1,1,0.06,4.313888889,0.46,1.554861111,125,2011,5,9
4252,2011-11-04,15,4,0,5,1,1,0.46,3.15625,0.44,2.695138889,237,2011,11,4
4253,2012-07-20,17,3,0,5,1,2,0.045833333,4.103472222,0.061805556,2.902083333,715,2012,7,20
4254,2011-09-28,3,4,0,3,1,2,0.06,3.577777778,0.065277778,0.622222222,3,2011,9,28
4255,2012-08-23,16,3,0,4,1,1,0.052777778,4.734722222,0.48,1.140277778,465,2012,8,23
4256,2011-03-17,9,1,0,4,1,1,0.04,2.840972222,0.043055556,1.761805556,185,2011,3,17
4257,2012-01-24,18,1,0,2,1,1,0.04,2.840972222,0.043055556,0.622222222,423,2012,1,24
4258,2012-12-27,10,1,0,4,1,1,0.28,1.578472222,0.56,3.627777778,75,2012,12,27
4259,2012-06-29,18,3,0,5,1,1,0.066666667,5.997222222,0.31,0.0,464,2012,6,29
4260,2012-02-23,16,1,0,4,1,1,0.56,3.682638889,0.32,0.0,343,2012,2,23
4261,2012-02-02,10,1,0,4,1,3,0.42,2.945833333,0.053472222,0.725694444,78,2012,2,2
4262,2012-09-05,10,3,0,3,1,2,0.052777778,5.050694444,0.07,1.140277778,235,2012,9,5
4263,2012-07-29,13,3,0,0,0,1,0.08,5.155555556,0.49,1.554861111,483,2012,7,29
4264,2012-08-09,17,3,0,4,1,1,0.059722222,5.261111111,0.36,1.761805556,810,2012,8,9
4265,2011-01-10,17,1,0,1,1,1,0.02,1.578472222,0.04,0.725694444,178,2011,1,10
4266,2012-12-14,11,4,0,5,1,1,0.32,0.210416667,0.045138889,0.134722222,211,2012,12,14
4267,2012-09-26,9,4,0,3,1,1,0.06,4.209027778,0.044444444,0.134722222,334,2012,9,26
4268,2012-09-23,14,4,0,0,0,1,0.06,4.313888889,0.38,0.134722222,666,2012,9,23
4269,2012-06-19,22,2,0,2,1,1,0.05,0.484027778,0.054861111,0.622222222,291,2012,6,19
4270,2012-10-08,12,4,1,1,0,2,0.42,2.945833333,0.04375,1.140277778,341,2012,10,8
4271,2012-11-15,11,4,0,4,1,2,0.34,2.314583333,0.042361111,0.932638889,166,2012,11,15
4272,2011-07-23,3,3,0,6,0,1,0.054166667,5.261111111,0.045833333,0.622222222,22,2011,7,23
